JT,Escape,EscapeTime,Ejection,JT_Clone,Clone
11552,out,198500000.3463505,198600000.16643918,11552_org,org
11273,in,105800000.26540041,105800000.26540041,11273_org,org
1173,out,394800000.34215486,394900000.1773181,1173_org,org
4946,out,623900000.3078997,624600000.3402418,4946_org,org
1868,in,55900000.25835878,55900000.25835878,1868_org,org
2797,out,363400000.30353016,363600000.3692564,2797_org,org
9590,in,539700000.3151392,539700000.3151392,9590_org,org
5120,in,870700000.3571199,870700000.3571199,5120_org,org
5648,in,2919300000.2251267,2919300000.2251267,5648_org,org
8241,out,613900000.1847862,616900000.3798803,8241_org,org
3540,in,140000000.02270824,140000000.02270824,3540_org,org
5638,in,1916700000.107524,1916700000.107524,5638_org,org
11397,in,847100000.1140198,847100000.1140198,11397_org,org
11668,in,1312300000.3689294,1312300000.3689294,11668_org,org
4543,out,588800000.041839,588900000.2724023,4543_org,org
1749,out,826900000.1974663,827000000.0326294,1749_org,org
5637,out,332500000.231521,332600000.0666841,5637_org,org
8317,out,235900000.2774942,236100000.31307143,8317_org,org
659,in,1590400000.2262108,1590400000.2262108,659_org,org
2594,in,1281200000.2311938,1281200000.2311938,2594_org,org
1437,out,1005300000.3061012,1005500000.3718275,1437_org,org
4708,out,2460600000.3270216,2461000000.0630736,4708_org,org
11428,in,966400000.3728412,966400000.3728412,11428_org,org
5130,in,1283700000.0642722,1283700000.0642722,5130_org,org
3451,out,2446600000.0755825,2446900000.371872,3451_org,org
4827,in,1746300000.2555401,1746300000.2555401,4827_org,org
7119,out,578200000.1169466,578600000.2483991,7119_org,org
4086,in,2755000000.2030945,2755000000.2030945,4086_org,org
4754,out,894700000.3362726,894800000.1714357,4754_org,org
1404,out,1385800000.2062342,1385800000.2062342,1404_org,org
11663,out,1045500000.073482,1045900000.2049344,11663_org,org
5041,in,1152400000.2112744,1152400000.2112744,5041_org,org
9030,in,2104500000.1420941,2104500000.1420941,9030_org,org
3391,in,4243700000.129103,4243800000.3596654,3391_org,org
1873,out,2190400000.100428,2191000000.2976065,1873_org,org
884,in,4475000000.34569,4475000000.34569,884_org,org
4833,in,4410000000.137781,4410000000.137781,4833_org,org
4060,out,3745800000.0014477,3745900000.232011,4060_org,org
5285,in,2202400000.090004,2202400000.090004,5285_org,org
8125,in,3069700000.226284,3069700000.226284,8125_org,org
1871,in,2304100000.100513,2304100000.100513,1871_org,org
5907,in,1726900000.2064915,1726900000.2064915,5907_org,org
12126,out,2557900000.077753,2558000000.308316,12126_org,org
7815,out,2887300000.3847237,2887400000.2198877,7815_org,org
9431,in,1231700000.3730414,1231700000.3730414,9431_org,org
1869,out,1736700000.2638788,1737100000.3953314,1869_org,org
12917,in,4038100000.175895,4038100000.175895,12917_org,org
1867,in,4155400000.172853,4155400000.172853,1867_org,org
3596,out,2816500000.050823,2816900000.1822762,3596_org,org
2207,out,3081100000.018681,3081800000.0510235,2207_org,org
4834,in,3247800000.038629,3247900000.269193,4834_org,org
15539,in,21300000.312150635,21300000.312150635,15539_org,org
13229,in,611500000.1868709,611500000.1868709,13229_org,org
13331,in,1833700000.1137207,1833700000.1137207,13331_org,org
13062,in,554200000.1377939,554200000.1377939,13062_org,org
12972,in,2504000000.355223,2504000000.355223,12972_org,org
14791,in,916800000.2841256,916800000.2841256,14791_org,org
13650,out,1028000000.0557332,1028100000.2862962,13650_org,org
13060,out,833800000.2903228,834300000.2569383,13060_org,org
13323,out,2372600000.271661,2372700000.106825,13323_org,org
13184,in,1183700000.019336,1183700000.019336,13184_org,org
13790,out,1402100000.2250257,1402200000.0601885,13790_org,org
13782,in,1497100000.2084048,1497100000.2084048,13782_org,org
14268,in,2355100000.253913,2355100000.253913,14268_org,org
14518,in,797700000.0910305,797700000.0910305,14518_org,org
13694,in,1182200000.119489,1182200000.119489,13694_org,org
14707,out,393300000.04690784,393400000.27747095,14707_org,org
13182,in,3720200000.2872853,3720200000.2872853,13182_org,org
15502,in,1936200000.387136,1936200000.387136,15502_org,org
14792,out,3921100000.079826,3921200000.310389,14792_org,org
15977,in,3040300000.054122,3040300000.054122,15977_org,org
15527,in,4071000000.114367,4071000000.114367,15527_org,org
16560,in,155600000.02993286,155600000.02993286,16560_org,org
20995,out,656100000.2140298,656200000.0491928,20995_org,org
20720,out,1233400000.338615,1233400000.338615,20720_org,org
16070,out,2510900000.052679,2511100000.118405,16070_org,org
18228,in,1004500000.0431961,1004500000.0431961,18228_org,org
18137,in,1138800000.091288,1138800000.091288,18137_org,org
17492,in,2417700000.265436,2417700000.265436,17492_org,org
17314,in,3467100000.342387,3467100000.342387,17314_org,org
19018,in,1408700000.0215926,1408700000.0215926,19018_org,org
17442,out,1205300000.0005734,1205400000.2311366,17442_org,org
20947,in,3975100000.032919,3975100000.032919,20947_org,org
18281,in,3637700000.2600975,3637700000.2600975,18281_org,org
315926,in,57100000.12164577,57100000.12164577,315926_org,org
312962,in,729000000.249556,729000000.249556,312962_org,org
315906,out,511500000.14193475,511700000.20766103,315906_org,org
315922,out,1032800000.0515636,1032900000.2821268,315922_org,org
314191,in,489700000.0949711,489700000.0949711,314191_org,org
313896,in,1496100000.2751734,1496100000.2751734,313896_org,org
313142,out,3670200000.067117,3671200000.0003476,313142_org,org
315204,in,3710400000.2298975,3710400000.2298975,315204_org,org
315369,in,1196400000.0412545,1196400000.0412545,315369_org,org
313323,out,239100000.05593,239200000.27141863,313323_org,org
313357,out,1458100000.0445814,1458600000.0111973,313357_org,org
315934,in,2191800000.1651115,2191800000.1651115,315934_org,org
315195,in,877000000.2527975,877000000.2527975,315195_org,org
315911,in,2633000000.0454683,2633000000.0454683,315911_org,org
312803,out,4179200000.08628,4179400000.152006,312803_org,org
315208,in,879400000.2507128,879400000.2507128,315208_org,org
315205,in,2275100000.059804,2275100000.059804,315205_org,org
315925,in,2160800000.2579393,2160800000.2579393,315925_org,org
313303,in,3189400000.221158,3189400000.221158,313303_org,org
315919,out,2302700000.035829,2302700000.035829,315919_org,org
316152,in,20100000.053463645,20100000.053463645,316152_org,org
325877,in,1611500000.2408323,1611500000.2408323,325877_org,org
316692,in,462300000.18467176,462300000.18467176,316692_org,org
322524,out,1229400000.2102892,1230700000.04441,322524_org,org
315964,in,177100000.09818602,177100000.09818602,315964_org,org
315958,in,795600000.3894048,795600000.3894048,315958_org,org
317316,in,560400000.1983083,560400000.1983083,317316_org,org
321067,in,1302200000.0152526,1302200000.0152526,321067_org,org
316173,in,694700000.2464002,694700000.2464002,316173_org,org
322068,in,149300000.29314983,149300000.29314983,322068_org,org
321625,in,2153400000.1984677,2153400000.1984677,321625_org,org
321580,out,777600000.0096401,778400000.2725452,321580_org,org
316164,in,443500000.3328022,443500000.3328022,316164_org,org
328877,in,421700000.2858385,421700000.2858385,328877_org,org
316160,in,521300000.19932216,521300000.19932216,316160_org,org
321656,in,601200000.1628679,601200000.1628679,321656_org,org
322584,out,2905900000.170867,2906100000.236593,322584_org,org
317668,in,900000000.2987187,900000000.2987187,317668_org,org
321070,in,291000000.2346195,291000000.2346195,321070_org,org
321074,out,1255000000.3198519,1255100000.1550152,321074_org,org
319342,out,1550700000.0300455,1552800000.1270714,319342_org,org
328865,in,516100000.07203895,516100000.07203895,328865_org,org
336068,in,2131200000.0200512,2131200000.0200512,336068_org,org
316833,in,3715500000.126617,3715500000.126617,316833_org,org
320001,in,1217700000.1216025,1217700000.1216025,320001_org,org
318101,in,2676800000.205122,2676800000.205122,318101_org,org
319282,in,1030800000.1851008,1030800000.1851008,319282_org,org
315941,in,492200000.3234495,492200000.3234495,315941_org,org
322157,out,345500000.1543287,345900000.28578126,322157_org,org
321078,out,3242000000.109568,3242100000.340131,321078_org,org
316163,out,3433100000.240121,3433200000.075284,316163_org,org
321086,in,725700000.1535723,725700000.1535723,321086_org,org
321082,in,764300000.185943,764300000.185943,321082_org,org
321406,out,4218100000.01954,4218100000.01954,321406_org,org
321610,out,2511000000.283242,2511800000.1507483,321610_org,org
334257,out,3746000000.0671744,3746100000.2977366,334257_org,org
333412,in,3643300000.1234326,3643300000.1234326,333412_org,org
316165,in,2097400000.3789113,2097400000.3789113,316165_org,org
322571,in,1759700000.3098004,1759700000.3098004,322571_org,org
318634,in,4175000000.287628,4175000000.287628,318634_org,org
321604,in,4229100000.0758853,4229100000.0758853,321604_org,org
321657,out,3025500000.3305783,3025600000.165741,321657_org,org
322378,out,1826800000.0208647,1826900000.2514281,322378_org,org
315939,out,3286700000.367289,3286900000.0376163,315939_org,org
316149,in,4052300000.09766,4052300000.09766,316149_org,org
322379,in,1434600000.0320446,1434600000.0320446,322379_org,org
316177,out,3539900000.147351,3541000000.3111453,316177_org,org
316431,in,558100000.0355562,558100000.0355562,316431_org,org
316137,in,1069400000.2174717,1069400000.2174717,316137_org,org
321113,in,4109300000.2458477,4109300000.2458477,321113_org,org
322568,in,3994100000.345915,3994100000.345915,322568_org,org
316446,out,2562900000.1393104,2563100000.205036,316446_org,org
316552,in,1678000000.1501179,1678000000.1501179,316552_org,org
321138,out,2687500000.360577,2687600000.195741,321138_org,org
337018,in,1380000000.2771726,1380000000.2771726,337018_org,org
316170,out,4127700000.361665,4127800000.196828,316170_org,org
322560,in,2197800000.1599,2197800000.1599,322560_org,org
335184,out,1868400000.2483294,1868700000.1492188,335184_org,org
321613,out,3004600000.3816824,3004700000.216845,321613_org,org
321590,in,3156500000.2826858,3156500000.2826858,321590_org,org
316132,in,3345200000.0199237,3345200000.0199237,316132_org,org
328883,in,2737300000.1196194,2737300000.1196194,328883_org,org
321706,out,4286000000.3889093,4286300000.289799,321706_org,org
320066,in,3927600000.041229,3927600000.041229,320066_org,org
326127,in,3213400000.2003107,3213400000.2003107,326127_org,org
335789,out,3512000000.2704353,3512200000.336161,335789_org,org
337788,in,1401600000.2584095,1401600000.2584095,337788_org,org
337420,in,3159000000.1157646,3159000000.1157646,337420_org,org
337761,out,4047400000.2666655,4047700000.1675563,337761_org,org
355757,in,3881400000.279061,3881400000.279061,355757_org,org
347134,out,325600000.13866466,325700000.36922777,347134_org,org
343644,in,487300000.0970559,487300000.0970559,343644_org,org
346255,out,583800000.3756822,583900000.2108454,346255_org,org
341017,in,126800000.04701048,126800000.04701048,341017_org,org
344002,out,1402300000.2907515,1403500000.289709,344002_org,org
346245,out,260700000.33967185,260900000.37524903,346245_org,org
350836,in,878400000.3174814,878400000.3174814,350836_org,org
353727,out,344100000.08964485,344200000.32020795,353727_org,org
343975,out,1390100000.235449,1390200000.0706122,343975_org,org
341845,in,3516700000.035703,3516700000.035703,341845_org,org
345775,in,866500000.1630683,866500000.1630683,345775_org,org
341919,in,365500000.0051559,365500000.0051559,341919_org,org
353352,in,734800000.1786177,734800000.1786177,353352_org,org
341880,out,426400000.05110586,426500000.281669,341880_org,org
349919,in,3467400000.243277,3467400000.243277,349919_org,org
350179,out,2824900000.0435266,2825000000.27409,350179_org,org
341922,in,1690800000.0071995,1690800000.0071995,341922_org,org
355270,in,1736100000.0667002,1736100000.0667002,355270_org,org
341925,in,2384300000.3603487,2384300000.3603487,341925_org,org
338858,in,931300000.1067804,931300000.1067804,338858_org,org
353227,out,1698800000.2638507,1698900000.0990136,353227_org,org
341928,out,2807100000.124889,2807200000.355452,341928_org,org
341888,out,743500000.0722108,743600000.3027737,341888_org,org
353215,in,1495400000.2428315,1495400000.2428315,353215_org,org
343634,out,1547500000.1646256,1547600000.3951886,343634_org,org
350196,in,2421600000.1631985,2421600000.1631985,350196_org,org
355291,in,4055900000.094533,4055900000.094533,355291_org,org
354213,out,2116600000.362233,2116900000.2631226,354213_org,org
353360,out,1260700000.0183508,1260800000.248914,353360_org,org
346278,in,2141800000.3403442,2141800000.3403442,346278_org,org
349918,out,949200000.2559818,950400000.2549394,349918_org,org
341923,in,1971900000.0595753,1971900000.0595753,341923_org,org
341894,in,2410900000.007743,2411000000.238306,341894_org,org
354008,in,2193100000.3946323,2193100000.3946323,354008_org,org
353801,in,3308700000.0845795,3308700000.0845795,353801_org,org
340992,in,1573300000.3399146,1573300000.3399146,340992_org,org
340289,in,1130400000.0985847,1130400000.0985847,340289_org,org
343161,in,705100000.1055664,705100000.1055664,343161_org,org
344185,out,1150700000.245701,1150800000.0808642,344185_org,org
353193,in,1673700000.1209033,1673700000.1209033,353193_org,org
353362,out,2027300000.0773528,2028700000.1420367,353362_org,org
348312,out,2215000000.276759,2215300000.1776485,348312_org,org
341875,in,1689300000.1073525,1689300000.1073525,341875_org,org
341886,in,2097300000.148348,2097300000.148348,341886_org,org
353348,out,2457900000.0328174,2458200000.329107,353348_org,org
354178,out,2986800000.067644,2987000000.1333704,354178_org,org
349496,in,1679300000.3796391,1679300000.3796391,349496_org,org
347296,in,3682500000.352983,3682500000.352983,347296_org,org
340925,in,3608000000.187046,3608000000.187046,340925_org,org
339562,out,4382800000.261253,4383000000.239994,339562_org,org
343976,in,3788900000.1287603,3788900000.1287603,343976_org,org
355762,in,2038100000.0679715,2038100000.0679715,355762_org,org
355765,out,2447700000.239377,2447800000.0745397,355765_org,org
356897,in,98700000.38630845,98700000.38630845,356897_org,org
359610,in,145400000.19249368,145400000.19249368,359610_org,org
366287,in,2058900000.1817038,2058900000.1817038,366287_org,org
370087,in,175000000.317725,175000000.317725,370087_org,org
359585,in,734900000.013781,734900000.013781,359585_org,org
374183,out,465000000.0834764,465200000.1492028,374183_org,org
356910,in,534000000.22124034,534000000.22124034,356910_org,org
371911,in,1737200000.2304947,1737200000.2304947,371911_org,org
356864,out,545100000.1127485,547100000.3746114,356864_org,org
366264,in,763900000.0544902,763900000.0544902,366264_org,org
362982,out,4033600000.080953,4033700000.3115172,362982_org,org
356238,out,285000000.2398313,285100000.07499444,356238_org,org
371254,in,417200000.19089735,417200000.19089735,371254_org,org
359957,out,2615500000.0277195,2617700000.3553085,359957_org,org
365301,in,1287700000.1925974,1287700000.1925974,365301_org,org
359969,out,3397000000.0408287,3397100000.2713923,359969_org,org
356903,in,287700000.138636,287700000.138636,356903_org,org
359358,in,380400000.35466325,380400000.35466325,359358_org,org
356443,in,602700000.0627147,602700000.0627147,356443_org,org
356440,out,1168500000.1643393,1168600000.3949025,356440_org,org
356277,in,727900000.0857612,727900000.0857612,356277_org,org
356435,in,622000000.2766002,622000000.2766002,356435_org,org
356899,out,1456800000.210461,1457000000.2761874,356899_org,org
359025,in,467700000.37768114,467700000.37768114,359025_org,org
358977,in,749700000.1327251,749700000.1327251,358977_org,org
371918,out,500200000.18470037,500500000.08558977,371918_org,org
358501,in,609300000.2546822,609300000.2546822,358501_org,org
362915,out,881800000.2486279,882000000.3143543,362915_org,org
356417,in,2378000000.069271,2378000000.069271,356417_org,org
359598,in,1649500000.0760245,1649500000.0760245,359598_org,org
355779,out,3298000000.324524,3300000000.190986,355779_org,org
359346,out,3584800000.0753984,3585200000.206851,359346_org,org
356918,in,2302700000.035829,2302700000.035829,356918_org,org
371682,out,2448900000.238335,2449500000.040113,371682_org,org
359939,in,1496100000.2751734,1496100000.2751734,359939_org,org
373820,in,1336800000.3146975,1336800000.3146975,373820_org,org
356237,in,1985900000.3110144,1985900000.3110144,356237_org,org
362976,in,307000000.3525213,307000000.3525213,362976_org,org
355857,in,1481900000.353408,1481900000.353408,355857_org,org
359963,in,2225500000.3664885,2225500000.3664885,359963_org,org
360180,in,1829000000.348453,1829000000.348453,360180_org,org
356240,in,1466000000.0706694,1466000000.0706694,356240_org,org
362314,out,2222000000.2047787,2222100000.0399427,362314_org,org
356916,in,1710400000.1219742,1710400000.1219742,356916_org,org
369977,in,3378300000.0241213,3378300000.0241213,369977_org,org
355780,out,4364600000.218855,4364700000.208225,355780_org,org
365652,in,1385400000.0747814,1385400000.0747814,365652_org,org
360076,in,1178400000.0568898,1178400000.0568898,360076_org,org
358968,out,1562800000.2501853,1566900000.2136738,358968_org,org
360041,out,2643000000.168582,2643100000.003745,360041_org,org
355822,in,2149900000.0367575,2149900000.0367575,355822_org,org
359360,in,3678600000.05982,3678600000.05982,359360_org,org
358994,in,2007800000.1931405,2007800000.1931405,358994_org,org
369886,in,2085700000.2902246,2085700000.2902246,369886_org,org
360073,in,3405900000.000148,3405900000.000148,360073_org,org
355808,in,3925900000.0756564,3925900000.0756564,355808_org,org
356913,in,4270300000.171897,4270300000.171897,356913_org,org
356248,in,1894400000.093945,1894400000.093945,356248_org,org
356433,in,2854600000.116578,2854600000.116578,356433_org,org
359350,in,4149700000.0789547,4149700000.0789547,359350_org,org
355791,out,4117900000.3042774,4118900000.2375093,355791_org,org
355820,in,3272300000.379798,3272300000.379798,355820_org,org
355818,out,3640400000.158902,3640500000.389465,355818_org,org
375211,out,992700000.1193461,993200000.0859617,375211_org,org
375253,in,1427900000.0049145,1427900000.0049145,375253_org,org
375252,out,4009000000.3000216,4009300000.2009115,375252_org,org
375669,out,276600000.24712795,277100000.2137436,375669_org,org
375266,out,2367300000.3092155,2367600000.210105,375266_org,org
377094,out,481800000.0688833,481900000.29944646,377094_org,org
389569,in,618500000.1148906,618500000.1148906,389569_org,org
379844,in,2215400000.012812,2215400000.012812,379844_org,org
391844,in,516600000.0386547,516600000.0386547,391844_org,org
389566,in,135000000.31947726,135000000.31947726,389566_org,org
391845,out,3440300000.233867,3440400000.0690303,391845_org,org
387393,out,467900000.04800737,469000000.2118018,387393_org,org
381703,in,1430500000.068556,1430500000.068556,381703_org,org
381987,in,292200000.23357713,292200000.23357713,381987_org,org
390346,out,68900000.22549987,69100000.2610771,390346_org,org
377493,out,394600000.27642864,395200000.0782074,377493_org,org
385330,out,784900000.2339491,785000000.0691122,385330_org,org
389302,out,503300000.2149576,503500000.2806839,389302_org,org
379997,in,613300000.3830074,613300000.3830074,379997_org,org
389564,out,743100000.3361582,743200000.1713213,389564_org,org
378691,in,1242100000.2322075,1242100000.2322075,378691_org,org
382253,in,692800000.2151005,692800000.2151005,382253_org,org
379972,in,1887500000.0010886,1887500000.0010886,379972_org,org
391790,out,1672600000.3525088,1672700000.1876721,391790_org,org
390345,in,744000000.0388262,744000000.0388262,390345_org,org
389559,in,686700000.3851494,686700000.3851494,389559_org,org
387605,out,1343900000.0778801,1344200000.3741696,387605_org,org
390300,out,715400000.1295693,715500000.3601326,390300_org,org
389313,in,412600000.2607931,412600000.2607931,389313_org,org
378355,out,2273700000.39052,2273900000.0608463,378355_org,org
388940,out,663900000.0095543,664000000.2401174,388940_org,org
376873,in,891300000.0097258,891300000.0097258,376873_org,org
386966,in,562300000.2296079,562300000.2296079,386966_org,org
392199,out,1932500000.1597,1932700000.2254267,392199_org,org
390338,out,988000000.3540788,988100000.1892418,390338_org,org
386649,in,2004200000.1962683,2004200000.1962683,386649_org,org
381417,out,1689500000.1730788,1690000000.1396945,381417_org,org
390361,in,2450700000.039071,2450700000.039071,390361_org,org
389556,in,1199800000.367801,1199800000.367801,389556_org,org
379984,out,891700000.1411785,893700000.0076412,379984_org,org
388972,out,1594100000.0582464,1594500000.1896994,388972_org,org
390301,out,1097900000.2915652,1098000000.1267283,390301_org,org
390280,in,3004600000.3816824,3004600000.3816824,390280_org,org
376531,out,2680800000.3334475,2681000000.003773,376531_org,org
378641,in,1447200000.2187998,1447200000.2187998,378641_org,org
387608,in,640500000.2275804,640500000.2275804,387608_org,org
390358,in,1696000000.1344824,1696000000.1344824,390358_org,org
390308,out,2745200000.145707,2745300000.3762703,390308_org,org
390309,out,4403300000.059171,4403500000.03791,390309_org,org
379839,in,3770500000.0129423,3770500000.0129423,379839_org,org
382264,out,1908200000.2796574,1909600000.3443415,382264_org,org
379986,out,1606700000.245002,1606700000.245002,379986_org,org
378251,out,3230500000.086607,3230600000.31717,378251_org,org
378592,in,3595300000.165128,3595300000.165128,378592_org,org
386967,out,2519500000.111109,2519700000.176835,386967_org,org
390528,out,3903300000.1611867,3903700000.2926397,390528_org,org
379976,out,1594400000.3545365,1596500000.0561619,379976_org,org
392195,out,4075100000.0778546,4075300000.1435814,392195_org,org
387385,out,4044400000.071572,4045900000.366819,387385_org,org
389356,in,3851200000.2393928,3851200000.2393928,389356_org,org
382259,in,4232000000.040416,4232000000.040416,382259_org,org
379837,out,4111100000.046585,4111200000.277147,379837_org,org
389342,in,2371700000.173593,2371700000.173593,389342_org,org
391792,out,3171600000.30252,3171800000.368246,391792_org,org
390322,in,4394500000.203781,4394500000.203781,390322_org,org
389317,in,2593000000.343814,2593000000.343814,389317_org,org
389316,in,4081100000.072643,4081100000.072643,389316_org,org
377844,out,2793000000.0382857,2793000000.0382857,377844_org,org
390333,out,4003700000.337576,4004200000.304192,390333_org,org
390344,out,4065400000.251032,4066300000.349099,390344_org,org
392201,in,2733400000.221857,2733400000.221857,392201_org,org
392238,in,2021900000.2797434,2021900000.2797434,392238_org,org
392239,out,2687500000.360577,2688700000.359535,392239_org,org
392222,out,1655600000.3013756,1655700000.1365387,392222_org,org
392202,in,2343700000.066116,2343700000.066116,392202_org,org
398109,out,2304200000.331077,2304300000.1662397,398109_org,org
398118,out,1872300000.1460922,1872500000.211818,398118_org,org
399120,out,1718700000.2795146,1718800000.1146774,399120_org,org
396650,out,1041200000.0442668,1041300000.2748302,396650_org,org
398616,in,300800000.29200685,300800000.29200685,398616_org,org
398095,out,3502400000.278775,3502500000.113937,398095_org,org
398753,in,4438300000.292782,4438300000.292782,398753_org,org
392718,out,138600000.16906756,138700000.38455617,392718_org,org
393216,in,220200000.05478096,220200000.05478096,393216_org,org
393186,in,1203900000.3312895,1203900000.3312895,393186_org,org
392690,out,1043600000.0421824,1043800000.1079086,392690_org,org
393177,out,462800000.1512874,463700000.2493557,393177_org,org
395115,in,2876200000.0978155,2876200000.0978155,395115_org,org
393215,in,1604100000.1813605,1604100000.1813605,393215_org,org
393098,in,1120000000.2394183,1120000000.2394183,393098_org,org
395696,out,774700000.0451093,775300000.242288,395696_org,org
420281,in,53400000.31252756,53400000.31252756,420281_org,org
416772,out,83900000.12599277,84100000.16157001,416772_org,org
418374,in,1325200000.0611734,1325200000.0611734,418374_org,org
420716,out,625000000.0762942,625200000.1420206,420716_org,org
409718,out,755300000.3914608,757400000.0930866,409718_org,org
393156,in,3940500000.1288733,3940500000.1288733,393156_org,org
393474,in,2595600000.0120554,2595600000.0120554,393474_org,org
396140,in,2309600000.128686,2309600000.128686,396140_org,org
420740,in,1221700000.2499278,1221700000.2499278,420740_org,org
416708,in,1466100000.3012323,1466100000.3012323,416708_org,org
421312,out,449300000.26186407,449400000.0970271,421312_org,org
392452,in,3912100000.285343,3912100000.285343,392452_org,org
420289,in,3109200000.356723,3109200000.356723,420289_org,org
395140,in,4404700000.305754,4404700000.305754,395140_org,org
421168,in,804200000.0524343,804300000.2829975,421168_org,org
414275,out,1049000000.2351916,1049100000.0703547,414275_org,org
393109,in,3252300000.133571,3252300000.133571,393109_org,org
424618,out,771000000.2130731,771200000.2787994,424618_org,org
422575,in,1317300000.035086,1317300000.035086,422575_org,org
420742,in,823800000.167209,823800000.167209,420742_org,org
426292,out,1407900000.1540873,1408500000.351266,426292_org,org
420741,in,599700000.2630209,599700000.2630209,420741_org,org
408609,out,2673600000.3397017,2673700000.174865,408609_org,org
418393,out,1443000000.024748,1443100000.2553113,418393_org,org
416705,in,1299200000.2155585,1299200000.2155585,416705_org,org
421338,in,3077200000.120919,3077200000.120919,421338_org,org
413712,in,1637200000.1855586,1637200000.1855586,413712_org,org
412394,out,2696800000.0559487,2697000000.1216755,412394_org,org
416713,in,1251200000.257253,1251200000.257253,416713_org,org
417756,out,1128100000.3312323,1128400000.2321215,417756_org,org
415265,in,1848000000.2660496,1848000000.2660496,415265_org,org
414468,in,1936800000.1889145,1936800000.1889145,414468_org,org
420283,in,2232900000.0305605,2233000000.2611237,420283_org,org
416693,in,4146300000.1478076,4146300000.1478076,416693_org,org
421365,out,3417200000.3527822,3417600000.0888352,421365_org,org
420743,in,3536200000.315315,3536200000.315315,420743_org,org
425039,out,2707700000.277131,2708100000.013184,425039_org,org
418372,out,2291200000.0128694,2291400000.0785947,418372_org,org
428347,in,583400000.2442298,583400000.2442298,428347_org,org
430738,in,1276700000.1362526,1276700000.1362526,430738_org,org
430839,out,2434600000.0860057,2434600000.0860057,430839_org,org
428720,out,1864600000.1857305,1864700000.0208933,428720_org,org
429410,out,1000300000.2445444,1000500000.3102707,429410_org,org
430373,out,1265800000.3104708,1265900000.145634,430373_org,org
431935,in,3152800000.05525,3152800000.05525,431935_org,org
429083,in,4001000000.043371,4001000000.043371,429083_org,org
429973,in,1747600000.089661,1747600000.089661,429973_org,org
431822,in,3592000000.069144,3592000000.069144,431822_org,org
429970,out,2753500000.3032475,2753600000.1384106,429970_org,org
435645,out,235100000.13518524,235200000.35067385,435645_org,org
432288,in,1029700000.0213064,1029700000.0213064,432288_org,org
435613,out,692800000.2151005,693600000.0826057,435613_org,org
432325,out,1581900000.0029442,1582000000.2335074,432325_org,org
435583,in,1072400000.0171657,1072400000.0171657,435583_org,org
435620,out,1564200000.3148696,1564300000.1500325,435620_org,org
436204,in,2026300000.1441207,2026300000.1441207,436204_org,org
436255,in,3062600000.0677013,3062600000.0677013,436255_org,org
457762,in,966800000.1088938,966800000.1088938,457762_org,org
460790,in,2629400000.0485954,2629400000.0485954,460790_org,org
457221,in,1221700000.2499278,1221700000.2499278,457221_org,org
459849,out,1169200000.1966813,1169400000.2624073,459849_org,org
460786,out,2328600000.046282,2328700000.276845,460786_org,org
458730,in,2973300000.178221,2973300000.178221,458730_org,org
459438,in,911200000.02539,911200000.02539,459438_org,org
433681,out,1096600000.0620444,1096900000.3583338,433681_org,org
437291,out,589300000.0084548,589300000.0084548,437291_org,org
433293,in,2042300000.2620234,2042300000.2620234,433293_org,org
435229,in,1818800000.1596136,1818800000.1596136,435229_org,org
432377,out,1634000000.3201382,1635000000.2533696,432377_org,org
433276,in,2027200000.2421892,2027200000.2421892,433276_org,org
433279,out,4441700000.326773,4444000000.082291,433279_org,org
433294,out,2225000000.0044727,2225200000.070199,433294_org,org
436755,in,1557200000.3868494,1557200000.3868494,436755_org,org
433679,in,687500000.2526544,687500000.2526544,433679_org,org
433281,out,3390700000.145151,3391400000.177493,433281_org,org
439003,out,2562100000.2718053,2562300000.337531,439003_org,org
437294,in,877000000.2527975,877000000.2527975,437294_org,org
450501,out,719000000.1264423,719200000.1921686,450501_org,org
436113,in,925700000.2434447,925700000.2434447,436113_org,org
439395,in,1133600000.3594048,1133600000.3594048,439395_org,org
442763,in,913400000.3529793,913400000.3529793,442763_org,org
436072,out,4465000000.222458,4465100000.211828,436072_org,org
438682,out,3960000000.0130854,3960100000.243649,438682_org,org
436142,out,3718600000.156874,3718600000.156874,436142_org,org
437754,out,2235600000.3247647,2235800000.3904915,437754_org,org
436097,in,4169000000.29284,4169000000.29284,436097_org,org
436760,in,2578000000.1591434,2578000000.1591434,436760_org,org
437312,in,672800000.3642732,672800000.3642732,437312_org,org
438741,out,1635000000.2533696,1635400000.3848221,438741_org,org
437288,in,4290500000.088449,4290500000.088449,437288_org,org
437308,out,3889900000.1069283,3890200000.007816,437308_org,org
454257,out,268500000.15531385,268500000.15531385,454257_org,org
437757,out,4440600000.0483,4440800000.0270405,437757_org,org
467743,out,127200000.11816496,127400000.1537422,467743_org,org
453230,out,832300000.3904756,832500000.0608019,453230_org,org
465284,in,540800000.0835336,540800000.0835336,465284_org,org
454744,in,2287200000.2799435,2287200000.2799435,454744_org,org
454073,out,2211400000.2798862,2211500000.1150494,454073_org,org
465688,in,2935900000.144808,2935900000.144808,465688_org,org
454752,in,2501800000.0276337,2501800000.0276337,454752_org,org
467644,in,1764100000.1741786,1764100000.1741786,467644_org,org
468001,out,1784400000.321295,1784500000.156458,468001_org,org
468694,in,1498500000.2730887,1498500000.2730887,468694_org,org
467926,in,3528800000.255842,3528800000.255842,467926_org,org
