JT,Escape,EscapeTime,Ejection,JT_Clone,Clone
2013BC1,out,1994900000.105497,1995000000.33606,2013BC1_Clone_2,clone-2
2013CP211,in,1878700000.2723324,1878700000.2723324,2013CP211_Clone_2,clone-2
2013BM67,in,2789200000.371087,2789200000.371087,2013BM67_Clone_2,clone-2
2013CN210,out,3846000000.11211,3846100000.342673,2013CN210_Clone_2,clone-2
2013CB16,in,1095200000.3927603,1095200000.3927603,2013CB16_Clone_2,clone-2
2013CE221,out,4421400000.112198,4421600000.0909395,2013CE221_Clone_2,clone-2
2013YG32,out,170300000.0747599,170400000.2902485,2013YG32_Clone_2,clone-2
2013TL143,in,531800000.28905135,531800000.28905135,2013TL143_Clone_2,clone-2
2013RO26,out,1662300000.3285058,1662500000.394232,2013RO26_Clone_2,clone-2
2013VG24,in,927600000.2747444,927600000.2747444,2013VG24_Clone_2,clone-2
2013RR53,in,1488400000.314812,1488400000.314812,2013RR53_Clone_2,clone-2
2013TZ79,in,762000000.023191,762000000.023191,2013TZ79_Clone_2,clone-2
2013TH137,in,626500000.3715414,626500000.3715414,2013TH137_Clone_2,clone-2
2013EV19,in,1417300000.080022,1417300000.080022,2013EV19_Clone_2,clone-2
2013JC15,out,935500000.3008324,936200000.333174,2013JC15_Clone_2,clone-2
2013OU11,in,1905500000.3808527,1905500000.3808527,2013OU11_Clone_2,clone-2
2013TU41,in,1247000000.0632012,1247000000.0632012,2013TU41_Clone_2,clone-2
2013ST39,in,2826300000.1082106,2826300000.1082106,2013ST39_Clone_2,clone-2
2013RQ53,in,875100000.2214979,875100000.2214979,2013RQ53_Clone_2,clone-2
2013VC9,in,2997800000.123989,2997800000.123989,2013VC9_Clone_2,clone-2
2013PT39,in,2603000000.0715275,2603000000.0715275,2013PT39_Clone_2,clone-2
2013UF9,in,1919400000.0063288,1919400000.0063288,2013UF9_Clone_2,clone-2
2013TP31,in,3409500000.3924212,3409500000.3924212,2013TP31_Clone_2,clone-2
2013EK154,in,4387800000.125171,4387800000.125171,2013EK154_Clone_2,clone-2
2013WP28,out,1464800000.0717118,1465000000.137438,2013WP28_Clone_2,clone-2
2013TL34,in,1848600000.0678284,1848600000.0678284,2013TL34_Clone_2,clone-2
2014EK51,in,238100000.27344385,238100000.27344385,2014EK51_Clone_2,clone-2
2014DW143,out,353700000.08130586,354400000.1136478,2014DW143_Clone_2,clone-2
2014EO35,in,2774600000.317869,2774600000.317869,2014EO35_Clone_2,clone-2
2014FZ39,in,357200000.24301565,357200000.24301565,2014FZ39_Clone_2,clone-2
2014DY92,out,2686700000.0976725,2686700000.0976725,2014DY92_Clone_2,clone-2
2014FO5,out,3890800000.204995,3892900000.302021,2014FO5_Clone_2,clone-2
2014EP34,in,3980700000.2916546,3980700000.2916546,2014EP34_Clone_2,clone-2
2014DX143,out,2618400000.3876505,2618500000.2228136,2014DX143_Clone_2,clone-2
2015BG513,in,229000000.03857943,229000000.03857943,2015BG513_Clone_2,clone-2
2014TX75,out,21500000.355265133,21600000.17912238,2014TX75_Clone_2,clone-2
2015FU37,in,302700000.32330644,302700000.32330644,2015FU37_Clone_2,clone-2
2015HC172,in,176000000.10021117,176000000.10021117,2015HC172_Clone_2,clone-2
2016MQ2,in,418600000.25558126,418600000.25558126,2016MQ2_Clone_2,clone-2
2015FX153,in,808600000.3122122,808600000.3122122,2015FX153_Clone_2,clone-2
2014WN6,in,332000000.26490533,332000000.26490533,2014WN6_Clone_2,clone-2
2014WB214,out,1963900000.1983247,1964700000.0658293,2014WB214_Clone_2,clone-2
2014VB26,in,2235500000.094202,2235500000.094202,2014VB26_Clone_2,clone-2
2014TG57,in,865500000.2298367,865500000.2298367,2014TG57_Clone_2,clone-2
2015FG372,out,622400000.0126528,622600000.078379,2015FG372_Clone_2,clone-2
2014US97,in,1165600000.1998086,1165600000.1998086,2014US97_Clone_2,clone-2
2016BS49,in,3122100000.0489674,3122100000.0489674,2016BS49_Clone_2,clone-2
2014UQ27,in,4479400000.273384,4479400000.273384,2014UQ27_Clone_2,clone-2
2014UO98,in,1859700000.3547368,1859700000.3547368,2014UO98_Clone_2,clone-2
2014WZ131,out,2667300000.048624,2667500000.1143503,2014WZ131_Clone_2,clone-2
2015DZ224,out,633700000.3652872,633900000.0356134,2015DZ224_Clone_2,clone-2
2015MF43,in,1136000000.3573198,1136000000.3573198,2015MF43_Clone_2,clone-2
2014HJ11,out,2904900000.237636,2905100000.303362,2014HJ11_Clone_2,clone-2
2017CE3,in,1989000000.3412719,1989000000.3412719,2017CE3_Clone_2,clone-2
2015HP76,in,1047600000.1705078,1047600000.1705078,2015HP76_Clone_2,clone-2
2015MS23,out,3194100000.381825,3194200000.216989,2015MS23_Clone_2,clone-2
2015FC140,in,1784600000.387021,1784600000.387021,2015FC140_Clone_2,clone-2
2014WE466,in,3853900000.138197,3853900000.138197,2014WE466_Clone_2,clone-2
2014WV364,in,2661400000.284399,2661400000.284399,2014WV364_Clone_2,clone-2
2017BO123,in,1384700000.0424395,1384700000.0424395,2017BO123_Clone_2,clone-2
2014WZ373,out,3764900000.149607,3765200000.050496,2014WZ373_Clone_2,clone-2
2015FB175,out,2403700000.013997,2403800000.2445602,2015FB175_Clone_2,clone-2
2015FJ166,out,2601500000.1716805,2603000000.0715275,2015FJ166_Clone_2,clone-2
2016HQ11,in,1515500000.3242214,1515500000.3242214,2016HQ11_Clone_2,clone-2
2015HB42,in,2943800000.170896,2943800000.170896,2015HB42_Clone_2,clone-2
2015GN15,in,1506800000.035229,1506800000.035229,2015GN15_Clone_2,clone-2
2015EV60,in,3914200000.3823686,3914200000.3823686,2015EV60_Clone_2,clone-2
2015AY1,in,2479800000.310344,2479800000.310344,2015AY1_Clone_2,clone-2
2014SO349,out,3252600000.03446,3252900000.330749,2014SO349_Clone_2,clone-2
2014WZ119,in,3225400000.189887,3225400000.189887,2014WZ119_Clone_2,clone-2
2015FJ74,in,3306700000.218117,3306700000.218117,2015FJ74_Clone_2,clone-2
2014GN10,in,4455400000.056707,4455400000.056707,2014GN10_Clone_2,clone-2
2015HT132,out,3631300000.1338573,3631400000.364421,2015HT132_Clone_2,clone-2
21601,in,117000000.28072578,117000000.28072578,21601_Clone_2,clone-2
22049,in,238400000.12910968,238400000.12910968,22049_Clone_2,clone-2
22014,out,1793200000.0500512,1793300000.2806141,22014_Clone_2,clone-2
22035,out,3013900000.077054,3014000000.307617,22035_Clone_2,clone-2
22010,in,3082000000.11675,3082000000.11675,22010_Clone_2,clone-2
21371,in,4476500000.186245,4476500000.186245,21371_Clone_2,clone-2
21370,out,3328500000.2650805,3328500000.2650805,21370_Clone_2,clone-2
22056,out,64000000.22519595,64200000.26831045,22056_Clone_2,clone-2
25938,in,20800000.006664388,20800000.006664388,25938_Clone_2,clone-2
22808,out,489500000.0292448,489600000.259808,22808_Clone_2,clone-2
23968,in,190600000.3249496,190600000.3249496,23968_Clone_2,clone-2
24444,in,1975000000.0898323,1975000000.0898323,24444_Clone_2,clone-2
24534,in,705300000.1712928,705300000.1712928,24534_Clone_2,clone-2
24275,out,562300000.2296079,563600000.0637287,24275_Clone_2,clone-2
24022,in,3168600000.107425,3168600000.107425,24022_Clone_2,clone-2
29196,in,3850500000.207051,3850500000.207051,29196_Clone_2,clone-2
23710,in,592400000.0387119,592400000.0387119,23710_Clone_2,clone-2
23383,out,1323800000.3918898,1326400000.0601313,23383_Clone_2,clone-2
23624,in,830400000.3591759,830400000.3591759,23624_Clone_2,clone-2
22404,in,3103800000.163713,3103800000.163713,22404_Clone_2,clone-2
24539,out,1188400000.1800034,1188700000.0808928,24539_Clone_2,clone-2
24451,in,3638600000.3581657,3638600000.3581657,24451_Clone_2,clone-2
22199,out,1951500000.0772953,1953500000.3391585,22199_Clone_2,clone-2
22180,in,3678900000.356109,3678900000.356109,22180_Clone_2,clone-2
24471,in,1727900000.139723,1727900000.139723,24471_Clone_2,clone-2
24530,out,1195300000.2728598,1195500000.3385859,24530_Clone_2,clone-2
22059,in,561800000.2629923,561800000.2629923,22059_Clone_2,clone-2
24531,in,3371600000.392392,3371600000.392392,24531_Clone_2,clone-2
24446,out,715600000.1952957,716300000.2276376,24446_Clone_2,clone-2
26705,in,1960200000.3662887,1960200000.3662887,26705_Clone_2,clone-2
22203,in,2175000000.1797047,2175000000.1797047,22203_Clone_2,clone-2
26763,out,3740100000.3029494,3740200000.1381116,26763_Clone_2,clone-2
24453,out,1013000000.2664627,1013000000.2664627,24453_Clone_2,clone-2
23355,in,4425300000.0930395,4425300000.0930395,23355_Clone_2,clone-2
22149,in,4347000000.112679,4347000000.112679,22149_Clone_2,clone-2
29314,out,1586300000.2627225,1586500000.3284485,29314_Clone_2,clone-2
29976,in,1058800000.2925787,1058800000.2925787,29976_Clone_2,clone-2
30498,in,2920300000.1583586,2920300000.1583586,30498_Clone_2,clone-2
32467,in,25200000.164383344,25200000.164383344,32467_Clone_2,clone-2
30510,out,3207900000.1721377,3208000000.0073013,30510_Clone_2,clone-2
32420,in,203000000.15833843,203000000.15833843,32420_Clone_2,clone-2
32435,out,1173700000.2916224,1174700000.2248538,32435_Clone_2,clone-2
30508,in,4126800000.263597,4126800000.263597,30508_Clone_2,clone-2
32478,in,2220400000.0743685,2220400000.0743685,32478_Clone_2,clone-2
30505,out,3046600000.3452,3046700000.1803627,30505_Clone_2,clone-2
32451,in,3803700000.247704,3803700000.247704,32451_Clone_2,clone-2
31819,out,1012300000.2341207,1012400000.0692838,31819_Clone_2,clone-2
32440,in,1986100000.3767407,1986100000.3767407,32440_Clone_2,clone-2
31814,in,4384400000.091179,4384400000.091179,31814_Clone_2,clone-2
32615,in,448100000.2629064,448100000.2629064,32615_Clone_2,clone-2
34298,out,1057900000.1945107,1058000000.029674,34298_Clone_2,clone-2
34553,out,2790800000.1060967,2790900000.3366604,34553_Clone_2,clone-2
34835,out,28600000.10652981,28700000.32578706,34835_Clone_2,clone-2
32811,in,372000000.3619598,372100000.1971229,32811_Clone_2,clone-2
32794,out,1698100000.2315085,1698300000.2972348,32794_Clone_2,clone-2
36425,in,535600000.3516506,535600000.3516506,36425_Clone_2,clone-2
37714,out,88400000.33338064,88500000.15346926,37714_Clone_2,clone-2
37298,out,516800000.10438097,516900000.3349441,37298_Clone_2,clone-2
37572,out,167800000.2231444,170700000.14591438,37572_Clone_2,clone-2
41268,in,974600000.2998184,974600000.2998184,41268_Clone_2,clone-2
39692,in,479500000.3015312,479500000.3015312,39692_Clone_2,clone-2
37281,in,3337700000.125289,3337700000.125289,37281_Clone_2,clone-2
38051,in,2230700000.0983715,2230700000.0983715,38051_Clone_2,clone-2
38597,out,2359900000.2497435,2360800000.347812,38597_Clone_2,clone-2
39292,out,2221300000.1724367,2225100000.235036,39292_Clone_2,clone-2
38585,in,2191700000.3299484,2191700000.3299484,38585_Clone_2,clone-2
41359,out,2242100000.286169,2242100000.286169,41359_Clone_2,clone-2
37685,out,3693800000.3102174,3695200000.374901,37685_Clone_2,clone-2
39793,in,1053600000.1652961,1053600000.1652961,39793_Clone_2,clone-2
41427,out,1318800000.330333,1318900000.165496,41427_Clone_2,clone-2
38574,in,4054300000.359523,4054300000.359523,38574_Clone_2,clone-2
39362,out,3395200000.2400928,3397200000.106555,39362_Clone_2,clone-2
38598,out,4491800000.141504,4492000000.120245,38598_Clone_2,clone-2
41379,out,1381500000.1770196,1382500000.1102507,41379_Clone_2,clone-2
39463,out,3796800000.1548467,3796900000.3854094,39463_Clone_2,clone-2
42403,in,459200000.1544145,459200000.1544145,42403_Clone_2,clone-2
42367,out,1611100000.10938,1611200000.3399432,42367_Clone_2,clone-2
42230,out,3796100000.1225047,3798100000.384368,42230_Clone_2,clone-2
42277,in,1358600000.3616614,1358600000.3616614,42277_Clone_2,clone-2
43212,in,3883800000.2769756,3883800000.2769756,43212_Clone_2,clone-2
46676,in,19700000.36263465,19700000.36263465,46676_Clone_2,clone-2
54672,in,84500000.23272449,84500000.23272449,54672_Clone_2,clone-2
51364,in,101400000.27350116,101400000.27350116,51364_Clone_2,clone-2
48373,out,115400000.39150786,115500000.21159647,48373_Clone_2,clone-2
51958,in,8600000.221522257,8600000.221522257,51958_Clone_2,clone-2
53436,in,130800000.36315525,130800000.36315525,53436_Clone_2,clone-2
48604,out,2016700000.152461,2017000000.0533493,48604_Clone_2,clone-2
51405,in,1002200000.275844,1002200000.275844,51405_Clone_2,clone-2
51348,out,665700000.2056907,666300000.0074695,51348_Clone_2,clone-2
51962,in,382600000.2868522,382600000.2868522,51962_Clone_2,clone-2
55578,out,2394400000.318625,2394900000.285241,55578_Clone_2,clone-2
43706,in,1114900000.3426983,1114900000.3426983,43706_Clone_2,clone-2
55267,in,1124700000.0046856,1124700000.0046856,55267_Clone_2,clone-2
45822,in,1245700000.2290804,1245700000.2290804,45822_Clone_2,clone-2
51347,out,1178600000.122616,1178800000.1883426,51347_Clone_2,clone-2
54689,out,2669900000.1122656,2671000000.27606,54689_Clone_2,clone-2
48764,out,1682800000.1459484,1683400000.3431275,48764_Clone_2,clone-2
48249,in,3796100000.1225047,3796100000.1225047,48249_Clone_2,clone-2
51935,in,682900000.3225503,682900000.3225503,51935_Clone_2,clone-2
54678,in,3633100000.329993,3633100000.329993,54678_Clone_2,clone-2
51351,in,3070800000.3900785,3070800000.3900785,51351_Clone_2,clone-2
47956,out,2947800000.299221,2948200000.0352736,47956_Clone_2,clone-2
47969,out,2021200000.2474008,2021300000.0825648,47969_Clone_2,clone-2
54653,in,3947100000.320841,3947100000.320841,54653_Clone_2,clone-2
52645,out,1480100000.1572714,1480200000.3878348,52645_Clone_2,clone-2
51354,out,611300000.1211448,611400000.3517077,51354_Clone_2,clone-2
47957,in,3239000000.3098736,3239000000.3098736,47957_Clone_2,clone-2
51346,in,2481100000.1444645,2481100000.1444645,51346_Clone_2,clone-2
54656,in,3981900000.2906117,3981900000.2906117,54656_Clone_2,clone-2
60401,out,2553100000.0819225,2553200000.3124857,60401_Clone_2,clone-2
60421,in,926400000.2757868,926400000.2757868,60421_Clone_2,clone-2
65228,in,79300000.09851629,79300000.09851629,65228_Clone_2,clone-2
65205,out,4076600000.373102,4076800000.043429,65205_Clone_2,clone-2
65150,out,2981200000.2043085,2981700000.1709237,65150_Clone_2,clone-2
65194,out,2669700000.0465393,2669800000.2771025,65194_Clone_2,clone-2
65216,in,4272600000.334649,4272600000.334649,65216_Clone_2,clone-2
65224,in,3084500000.345228,3084500000.345228,65224_Clone_2,clone-2
65209,in,3243600000.2399783,3243600000.2399783,65209_Clone_2,clone-2
65217,in,4142100000.349157,4142100000.349157,65217_Clone_2,clone-2
80251,out,1116100000.341656,1116200000.1768188,80251_Clone_2,clone-2
63193,out,951300000.3530077,951600000.2538973,63193_Clone_2,clone-2
63231,in,1736800000.0990422,1736800000.0990422,63231_Clone_2,clone-2
63290,in,244500000.22571543,244500000.22571543,63290_Clone_2,clone-2
63175,out,3783800000.23204,3783900000.0672026,63175_Clone_2,clone-2
63273,out,1137500000.257167,1137700000.3228936,63273_Clone_2,clone-2
63286,out,1775800000.2628653,1775900000.0980284,63286_Clone_2,clone-2
63176,in,2326500000.344656,2326500000.344656,63176_Clone_2,clone-2
65097,in,2768800000.3888073,2768800000.3888073,65097_Clone_2,clone-2
64326,in,1375900000.3136835,1375900000.3136835,64326_Clone_2,clone-2
60257,in,4125900000.1655283,4125900000.1655283,60257_Clone_2,clone-2
57013,out,2883900000.058177,2884200000.3544664,57013_Clone_2,clone-2
56962,out,4007000000.0381603,4007100000.2687225,56962_Clone_2,clone-2
57041,out,2694600000.12376,2694800000.1894865,57041_Clone_2,clone-2
63259,out,2772400000.38568,2772500000.2208433,63259_Clone_2,clone-2
63284,in,2481000000.3093014,2481000000.3093014,63284_Clone_2,clone-2
77891,out,25500000.03135509,26400000.02767033,77891_Clone_2,clone-2
67065,in,25000000.12126885,25000000.12126885,67065_Clone_2,clone-2
82055,in,232300000.0325039,232300000.0325039,82055_Clone_2,clone-2
85030,out,16900000.15443168,17200000.021403424,85030_Clone_2,clone-2
68444,in,285100000.07499444,285100000.07499444,68444_Clone_2,clone-2
65240,out,4029300000.0517373,4029400000.2823024,65240_Clone_2,clone-2
65590,in,903900000.1964812,903900000.1964812,65590_Clone_2,clone-2
65281,in,233600000.06605595,233600000.06605595,65281_Clone_2,clone-2
76824,in,2836300000.2313237,2836300000.2313237,76824_Clone_2,clone-2
65250,out,3366500000.1002717,3366700000.1659985,65250_Clone_2,clone-2
73637,in,1268000000.2426598,1268000000.2426598,73637_Clone_2,clone-2
76820,out,2303400000.0681715,2304400000.0014033,76820_Clone_2,clone-2
83978,in,1168900000.295792,1168900000.295792,83978_Clone_2,clone-2
76812,out,2079100000.0982573,2079300000.163984,76812_Clone_2,clone-2
89836,in,2523100000.1079817,2523200000.338545,89836_Clone_2,clone-2
77894,in,1707900000.2888956,1707900000.2888956,77894_Clone_2,clone-2
88775,in,821000000.0378412,821000000.0378412,88775_Clone_2,clone-2
73677,in,2048900000.0585907,2048900000.0585907,73677_Clone_2,clone-2
76819,out,1997500000.1691387,1998100000.3663173,76819_Clone_2,clone-2
89844,out,2265400000.2329803,2265500000.068143,89844_Clone_2,clone-2
90380,out,491200000.39021814,491200000.39021814,90380_Clone_2,clone-2
98362,in,919400000.3477672,919400000.3477672,98362_Clone_2,clone-2
99308,out,1249000000.325064,1249600000.1268427,99308_Clone_2,clone-2
98361,out,1040400000.1767619,1041000000.3739408,98361_Clone_2,clone-2
99306,out,316300000.04789287,316800000.01450866,99306_Clone_2,clone-2
98143,in,1767600000.335888,1767600000.335888,98143_Clone_2,clone-2
98153,in,1458700000.2417605,1458700000.2417605,98153_Clone_2,clone-2
90569,in,3994000000.115352,3994000000.115352,90569_Clone_2,clone-2
163240,in,17100000.197546177,17100000.197546177,163240_Clone_2,clone-2
99943,out,126600000.01143324,126700000.22692186,99943_Clone_2,clone-2
155332,out,327200000.2690748,327800000.0708536,155332_Clone_2,clone-2
163731,out,105700000.0499118,106100000.12106629,163731_Clone_2,clone-2
134419,in,1553300000.0936873,1553300000.0936873,134419_Clone_2,clone-2
114694,out,205100000.33419943,206700000.2234173,114694_Clone_2,clone-2
141584,in,216100000.3139476,216100000.3139476,141584_Clone_2,clone-2
155326,in,2225200000.070199,2225200000.070199,155326_Clone_2,clone-2
144840,in,168900000.22111925,168900000.22111925,144840_Clone_2,clone-2
101612,out,3044700000.3139,3044800000.149063,101612_Clone_2,clone-2
162388,out,582900000.277614,583200000.1785034,162388_Clone_2,clone-2
116901,in,419300000.2879232,419300000.2879232,116901_Clone_2,clone-2
153464,in,2526100000.3030767,2526100000.3030767,153464_Clone_2,clone-2
150872,in,314900000.37860906,314900000.37860906,150872_Clone_2,clone-2
116439,in,788800000.1317114,788800000.1317114,116439_Clone_2,clone-2
122733,out,1102100000.0902169,1102200000.32078,122733_Clone_2,clone-2
103989,in,1733200000.1021693,1733200000.1021693,103989_Clone_2,clone-2
106143,out,1689000000.206463,1689200000.2721894,106143_Clone_2,clone-2
125045,out,355700000.3431686,356200000.30978435,125045_Clone_2,clone-2
151883,out,3468200000.1107817,3468400000.176508,151883_Clone_2,clone-2
158601,out,1592500000.3232367,1592600000.1583998,158601_Clone_2,clone-2
105685,out,3496300000.053423,3496400000.283986,105685_Clone_2,clone-2
156222,in,2313400000.191285,2313400000.191285,156222_Clone_2,clone-2
107804,out,1546800000.1322837,1546900000.3628464,107804_Clone_2,clone-2
134957,out,2136500000.3778973,2139100000.046139,134957_Clone_2,clone-2
163256,out,4233400000.1051,4233700000.005989,163256_Clone_2,clone-2
111113,out,1108800000.117347,1108900000.3479102,111113_Clone_2,clone-2
133566,in,2671600000.077839,2671600000.077839,133566_Clone_2,clone-2
129145,in,2540500000.2905674,2540500000.2905674,129145_Clone_2,clone-2
116134,in,535000000.15447176,535000000.15447176,116134_Clone_2,clone-2
131635,out,3842700000.016127,3842900000.081853,131635_Clone_2,clone-2
111198,in,1946700000.0814648,1946700000.0814648,111198_Clone_2,clone-2
138981,in,669300000.2025636,669300000.2025636,138981_Clone_2,clone-2
141577,out,2353500000.123503,2356300000.25287,141577_Clone_2,clone-2
109266,in,2894900000.114522,2894900000.114522,109266_Clone_2,clone-2
157730,out,3072600000.190815,3072700000.025978,157730_Clone_2,clone-2
152517,out,1956400000.3036888,1957000000.105468,152517_Clone_2,clone-2
160534,out,4353000000.2656975,4353300000.233809,160534_Clone_2,clone-2
120453,in,4067800000.248946,4067800000.248946,120453_Clone_2,clone-2
161701,in,2728100000.259411,2728100000.259411,161701_Clone_2,clone-2
133862,in,4260700000.180236,4260700000.180236,133862_Clone_2,clone-2
129602,out,3258400000.358922,3258800000.0949745,129602_Clone_2,clone-2
134749,in,1818700000.3244507,1818700000.3244507,134749_Clone_2,clone-2
156098,in,2334800000.1067963,2334800000.1067963,156098_Clone_2,clone-2
152297,in,2202900000.05662,2202900000.05662,152297_Clone_2,clone-2
161646,out,2032400000.3694727,2032500000.2046359,161646_Clone_2,clone-2
100619,out,1360900000.1290133,1361000000.3595765,100619_Clone_2,clone-2
128301,in,3275400000.014655,3275400000.014655,128301_Clone_2,clone-2
110359,in,1859400000.0584476,1859400000.0584476,110359_Clone_2,clone-2
163245,in,2610900000.097615,2610900000.097615,163245_Clone_2,clone-2
107004,in,2310000000.2601385,2310000000.2601385,107004_Clone_2,clone-2
124985,in,3523700000.3591228,3523700000.3591228,124985_Clone_2,clone-2
130588,out,2913700000.361792,2914000000.262681,130588_Clone_2,clone-2
163196,out,2815500000.117593,2815600000.348155,163196_Clone_2,clone-2
161017,out,1049800000.1026967,1049900000.3332599,161017_Clone_2,clone-2
111770,in,2013500000.2870398,2013500000.2870398,111770_Clone_2,clone-2
128383,out,4491400000.184023,4492000000.120245,128383_Clone_2,clone-2
141523,out,4467300000.373375,4469200000.1714115,141523_Clone_2,clone-2
153083,in,2561800000.3709154,2561800000.3709154,153083_Clone_2,clone-2
153107,in,3578600000.0148845,3578600000.0148845,153107_Clone_2,clone-2
160140,in,4277000000.199028,4277100000.0341897,160140_Clone_2,clone-2
137879,in,3313400000.245247,3313400000.245247,137879_Clone_2,clone-2
163263,out,3864400000.227927,3864800000.35938,163263_Clone_2,clone-2
106160,in,4460700000.284134,4460700000.284134,106160_Clone_2,clone-2
182516,in,237500000.1667121,237500000.1667121,182516_Clone_2,clone-2
167686,in,315900000.3118404,315900000.3118404,167686_Clone_2,clone-2
180274,in,1219100000.1862862,1219100000.1862862,180274_Clone_2,clone-2
166230,in,1313500000.3678868,1313500000.3678868,166230_Clone_2,clone-2
181278,out,640900000.359033,641400000.3256488,181278_Clone_2,clone-2
182161,in,1055000000.2299801,1055000000.2299801,182161_Clone_2,clone-2
166123,in,1173800000.1267855,1173800000.1267855,166123_Clone_2,clone-2
178268,in,1690700000.1720364,1690700000.1720364,178268_Clone_2,clone-2
179190,out,4059500000.0914063,4060200000.123748,179190_Clone_2,clone-2
178387,out,1155700000.307258,1155800000.142421,178387_Clone_2,clone-2
172819,out,1181200000.1862574,1181300000.0214207,172819_Clone_2,clone-2
173086,in,1702500000.0958865,1702500000.0958865,173086_Clone_2,clone-2
165569,in,2007600000.127415,2007600000.127415,165569_Clone_2,clone-2
182163,in,3931800000.2352815,3931800000.2352815,182163_Clone_2,clone-2
179233,in,4140800000.119636,4140800000.119636,179233_Clone_2,clone-2
195495,in,79800000.38515937,79800000.38515937,195495_Clone_2,clone-2
185919,out,399500000.10742223,399600000.3379853,185919_Clone_2,clone-2
199793,in,1148000000.3468964,1148000000.3468964,199793_Clone_2,clone-2
185666,out,600400000.2953628,600400000.2953628,185666_Clone_2,clone-2
192222,out,169000000.04120785,169800000.18351683,192222_Clone_2,clone-2
200023,in,2850600000.383653,2850600000.383653,200023_Clone_2,clone-2
195245,in,1457700000.3085294,1457700000.3085294,195245_Clone_2,clone-2
192964,out,529300000.060573,529500000.12629926,192964_Clone_2,clone-2
199791,in,933800000.3352588,933800000.3352588,199791_Clone_2,clone-2
193670,out,1586700000.3941748,1587900000.3931324,193670_Clone_2,clone-2
187692,in,247400000.14848545,247400000.14848545,187692_Clone_2,clone-2
199796,in,1640500000.281542,1640500000.281542,199796_Clone_2,clone-2
188373,in,1641600000.0499365,1641600000.0499365,188373_Clone_2,clone-2
188006,out,1482000000.1885712,1483400000.2532554,188006_Clone_2,clone-2
192938,in,2190500000.330991,2190500000.330991,192938_Clone_2,clone-2
184287,in,2872900000.001832,2872900000.001832,184287_Clone_2,clone-2
195117,in,1049400000.3666444,1049400000.3666444,195117_Clone_2,clone-2
195232,out,2960000000.3545237,2960400000.090576,195232_Clone_2,clone-2
195084,in,2466700000.156973,2466700000.156973,195084_Clone_2,clone-2
184988,out,2081500000.0961726,2081600000.326736,184988_Clone_2,clone-2
191075,in,869600000.1933254,869600000.1933254,191075_Clone_2,clone-2
192218,in,3105600000.35985,3105600000.35985,192218_Clone_2,clone-2
184977,out,1632600000.2554545,1632800000.3211806,184977_Clone_2,clone-2
189310,in,4035100000.3762007,4035100000.3762007,189310_Clone_2,clone-2
184985,in,525300000.3276477,525300000.3276477,184985_Clone_2,clone-2
192345,in,2528800000.2018805,2528800000.2018805,192345_Clone_2,clone-2
200022,out,2174200000.3122,2175000000.1797047,200022_Clone_2,clone-2
189377,out,624700000.1754049,624700000.1754049,189377_Clone_2,clone-2
191088,out,1034500000.0171367,1034600000.2477,191088_Clone_2,clone-2
190458,out,1255300000.2207415,1255400000.0559044,190458_Clone_2,clone-2
187724,in,1453900000.2459302,1453900000.2459302,187724_Clone_2,clone-2
195505,out,1741200000.3588202,1741600000.0948727,195505_Clone_2,clone-2
188234,out,1447900000.2511418,1447900000.2511418,188234_Clone_2,clone-2
187471,out,1421200000.3731847,1421300000.2083476,187471_Clone_2,clone-2
187656,in,2733300000.386694,2733300000.386694,187656_Clone_2,clone-2
193535,in,565400000.2598653,565400000.2598653,193535_Clone_2,clone-2
190665,in,1283600000.229109,1283600000.229109,190665_Clone_2,clone-2
184274,in,2158400000.2600236,2158400000.2600236,184274_Clone_2,clone-2
192448,out,2923500000.023779,2924600000.187573,192448_Clone_2,clone-2
187472,in,1116500000.0777085,1116500000.0777085,187472_Clone_2,clone-2
188976,out,1945300000.0167809,1945400000.2473445,188976_Clone_2,clone-2
188083,in,1048200000.3676867,1048200000.3676867,188083_Clone_2,clone-2
197563,in,1316900000.2990336,1316900000.2990336,197563_Clone_2,clone-2
189616,out,2686600000.262509,2686700000.0976725,189616_Clone_2,clone-2
187469,in,2256200000.3727713,2256200000.3727713,187469_Clone_2,clone-2
193592,in,1799100000.2096765,1799100000.2096765,193592_Clone_2,clone-2
200024,in,1912200000.0125828,1912200000.0125828,200024_Clone_2,clone-2
195412,in,3936400000.1653852,3936400000.1653852,195412_Clone_2,clone-2
193570,out,4488000000.150032,4488100000.139402,193570_Clone_2,clone-2
182746,in,2929900000.15002,2929900000.15002,182746_Clone_2,clone-2
184829,out,3773900000.339489,3774500000.141268,184829_Clone_2,clone-2
193602,out,3447600000.062776,3447800000.128502,193602_Clone_2,clone-2
195188,in,3394800000.1086397,3394800000.1086397,195188_Clone_2,clone-2
188847,in,2611000000.3281784,2611000000.3281784,188847_Clone_2,clone-2
214508,in,49500000.06489485,49500000.06489485,214508_Clone_2,clone-2
202797,in,449300000.26186407,449300000.26186407,202797_Clone_2,clone-2
200037,in,265900000.07848,265900000.07848,200037_Clone_2,clone-2
202752,in,313300000.24819887,313300000.24819887,202752_Clone_2,clone-2
213180,out,175500000.2089681,175700000.24454534,213180_Clone_2,clone-2
207749,in,389400000.1491455,389400000.1491455,207749_Clone_2,clone-2
207892,in,859600000.0702118,859600000.0702118,207892_Clone_2,clone-2
215199,in,785100000.2996753,785100000.2996753,215199_Clone_2,clone-2
